user,nemo,wx,snow,us,nyc,travel,boston,nywx,emcomm,mawx,ma,snowstorm,ny,traffic,ct,njwx,mastorm,emergency,storm
kempossible,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NOAAResearch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marlenan21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LtlRedX,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tracesofjupiter,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haikeyyy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRoseTV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWSTucson,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dancinghorse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killishred,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BeGreenAuto,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thams,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Occupied_Air,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBuzzMon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viequesbound,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
joethetvguykrdo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WayneDBJr,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
ledford68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSSL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amberMMA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StevenBoutelle,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theIICRC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBPNewYorkCity,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fema,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PublicSafetyUSA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spaceinvad0r,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAI10thm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LilGypsyOne,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAI40thm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAI15thm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LuisAndresNieto,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAI5thm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAI80thm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
marymendola,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CalEMA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AllFLRest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thelibra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toastido,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peed_in_pants62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cydnico01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWCNate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMOKC,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevonHeinen,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
KMCANDERSON,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy911,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sonnische,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JackHowland,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JeremyHL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LowCloud9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaliLiliIndies,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IrisABC15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeweyWx,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emgis,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyndsay_CTV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
girlnigel,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChuckGysi,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sarahjcollie,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OccuSafe,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lindamomgigi,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpwpb,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKLoffreda,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicity300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da_real_trey_mo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaymcannally,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yourpositiveNRG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arcanjocesar,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hisson1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDwx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RealNeerings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weathersnap,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salarmyalm,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MastaMp3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elchitwood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMV420,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaPosadaGVAZ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DerrickGuin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
northeast_jones,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agalas13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jak_nlauren,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam_zander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoyoteGulch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhruby2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yidwithlid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warmingtozero,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
netminnow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
queen_bitch_cg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SnakeBit4Az,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rw8437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMSEducation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whec_nrudd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danagolub,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nescdem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BanjoJones,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mipsen8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legendorga,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JimAleski,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruhanirabin,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
linchikwok,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GaryHyman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tripsetc,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
danaguro,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
katestarbird,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DanNieves,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SunnyC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifyouseekayee,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RobIsntScared,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTOMpaola,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AnnTran_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RDWGroup,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam_from_london,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaribbeanInfo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chelelephant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ianrbruce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mustangzoi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gbrunett1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distressline,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alachua_Co_EM,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
DisasterNet,3,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0
IsiahCareyFOX26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HELP_IMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kelly_curryTX,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUStrandedMedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
kfreberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim26stephens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cburgessDDH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoedman,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chMtnViewPD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chiefb2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMgrB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheFireTracker2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucbrisebois,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMARMIEPoobah,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BRStdlundorf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IntlMediaSol,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ReginaPhelps,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MariaLuisaMoreo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BeHokieReady,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CDRP_FSU,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0
wesmcall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyvost,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
joannalane,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
ucdjoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ShatzyGoesPro,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LexKYEM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FayetteLEPC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JBEOC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SpallNCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JanelleJeanne,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
RVAREGal,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
MamaFeenz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NYUWagner_WSA,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ACPNYCMetro,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OlmstedCOHSEM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dadfpem,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
RamFire55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Battalion2CERT,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MFStaley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mytwitchimp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal_Grieb,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
waEMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cronuscollision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
emfusionllc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brianinroma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TerryKegin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CrisisCommsgirl,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
sonofnels,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WomeninAV,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chonabo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITDRC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
first24hrs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoGreenMedford,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alisha_Beth,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dromeda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
crfjr12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AgawamEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bkdelong,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
GibbyAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
epiccolorado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
curiositykt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RyanLanclos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DonnaLeeNardo,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
emcampnm,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pnwvost,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TheRedElm,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81Shaw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ImRealRoyalty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luchoalejocali7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DebbyDonnelly,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
artpushr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAMSPonline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dhslisback,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PreppersNews1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tee_Mac1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hall_lindsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MassRegion4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NeilDufty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larissaspencer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pierread,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JStormspotter,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
simplynonna,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
brianna888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
walabytrack,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luqmannnnnn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pensil,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo_Wolff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UrbanAreas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
elainerpittman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AllHandsDotNet,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JG_Audeoud,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
